,Location,Humidity9am,Humidity3pm
47233,Canberra,88.0,65.0
47234,Canberra,99.0,53.0
47235,Canberra,96.0,58.0
47236,Canberra,62.0,48.0
47237,Canberra,,49.0
47238,Canberra,93.0,42.0
47239,Canberra,90.0,43.0
47240,Canberra,,49.0
47241,Canberra,86.0,58.0
47242,Canberra,81.0,67.0
47243,Canberra,88.0,48.0
47244,Canberra,91.0,63.0
47245,Canberra,79.0,52.0
47246,Canberra,95.0,83.0
47247,Canberra,82.0,57.0
47248,Canberra,83.0,62.0
47249,Canberra,74.0,46.0
47250,Canberra,,54.0
47251,Canberra,77.0,48.0
47252,Canberra,91.0,65.0
47253,Canberra,95.0,49.0
47254,Canberra,69.0,42.0
47255,Canberra,97.0,47.0
47256,Canberra,92.0,70.0
47257,Canberra,80.0,62.0
47258,Canberra,93.0,50.0
47259,Canberra,99.0,85.0
47260,Canberra,86.0,52.0
47261,Canberra,89.0,73.0
47262,Canberra,76.0,42.0
47263,Canberra,97.0,39.0
47264,Canberra,,37.0
47265,Canberra,,52.0
47266,Canberra,,36.0
47267,Canberra,86.0,41.0
47268,Canberra,,41.0
47269,Canberra,,45.0
47270,Canberra,92.0,97.0
47271,Canberra,,42.0
47272,Canberra,87.0,92.0
47273,Canberra,89.0,41.0
47274,Canberra,81.0,48.0
47275,Canberra,82.0,52.0
47276,Canberra,90.0,62.0
47277,Canberra,100.0,53.0
47278,Canberra,70.0,39.0
47279,Canberra,,23.0
47280,Canberra,87.0,38.0
47281,Canberra,,40.0
47282,Canberra,73.0,52.0
47283,Canberra,81.0,44.0
47284,Canberra,98.0,49.0
47285,Canberra,,46.0
47286,Canberra,88.0,63.0
47287,Canberra,98.0,57.0
47288,Canberra,100.0,43.0
47289,Canberra,100.0,50.0
47290,Canberra,,36.0
47291,Canberra,66.0,40.0
47292,Canberra,65.0,36.0
47293,Canberra,,49.0
47294,Canberra,74.0,37.0
47295,Canberra,68.0,41.0
47296,Canberra,69.0,45.0
47297,Canberra,52.0,36.0
47298,Canberra,,41.0
47299,Canberra,70.0,37.0
47300,Canberra,55.0,38.0
47301,Canberra,49.0,28.0
47302,Canberra,55.0,40.0
47303,Canberra,58.0,36.0
47304,Canberra,,47.0
47305,Canberra,,53.0
47306,Canberra,78.0,38.0
47307,Canberra,74.0,58.0
47308,Canberra,70.0,91.0
47309,Canberra,80.0,50.0
47310,Canberra,99.0,54.0
47311,Canberra,76.0,48.0
47312,Canberra,83.0,38.0
47313,Canberra,78.0,32.0
47314,Canberra,74.0,90.0
47315,Canberra,68.0,87.0
47316,Canberra,62.0,42.0
47317,Canberra,66.0,37.0
47318,Canberra,79.0,30.0
47319,Canberra,,23.0
47320,Canberra,81.0,52.0
47321,Canberra,47.0,34.0
47322,Canberra,60.0,41.0
47323,Canberra,,34.0
47324,Canberra,75.0,33.0
47325,Canberra,71.0,21.0
47326,Canberra,73.0,26.0
47327,Canberra,44.0,18.0
47328,Canberra,53.0,48.0
47329,Canberra,68.0,73.0
47330,Canberra,,
47331,Canberra,,
47332,Canberra,,32.0
47333,Canberra,74.0,33.0
47334,Canberra,90.0,32.0
47335,Canberra,68.0,70.0
47336,Canberra,97.0,39.0
47337,Canberra,60.0,34.0
47338,Canberra,97.0,43.0
47339,Canberra,71.0,43.0
47340,Canberra,70.0,50.0
47341,Canberra,,44.0
47342,Canberra,77.0,43.0
47343,Canberra,66.0,38.0
47344,Canberra,63.0,39.0
47345,Canberra,62.0,29.0
47346,Canberra,36.0,32.0
47347,Canberra,57.0,30.0
47348,Canberra,67.0,28.0
47349,Canberra,69.0,45.0
47350,Canberra,59.0,90.0
47351,Canberra,53.0,35.0
47352,Canberra,43.0,38.0
47353,Canberra,96.0,40.0
47354,Canberra,62.0,22.0
47355,Canberra,59.0,26.0
47356,Canberra,42.0,22.0
47357,Canberra,36.0,21.0
47358,Canberra,85.0,85.0
47359,Canberra,52.0,34.0
47360,Canberra,74.0,43.0
47361,Canberra,69.0,39.0
47362,Canberra,69.0,36.0
47363,Canberra,89.0,91.0
47364,Canberra,74.0,37.0
47365,Canberra,71.0,68.0
47366,Canberra,81.0,41.0
47367,Canberra,76.0,33.0
47368,Canberra,47.0,25.0
47369,Canberra,49.0,30.0
47370,Canberra,74.0,45.0
47371,Canberra,70.0,30.0
47372,Canberra,67.0,23.0
47373,Canberra,46.0,25.0
47374,Canberra,42.0,33.0
47375,Canberra,61.0,35.0
47376,Canberra,72.0,31.0
47377,Canberra,67.0,24.0
47378,Canberra,49.0,24.0
47379,Canberra,49.0,33.0
47380,Canberra,64.0,40.0
47381,Canberra,70.0,31.0
47382,Canberra,72.0,35.0
47383,Canberra,75.0,23.0
47384,Canberra,64.0,43.0
47385,Canberra,47.0,33.0
47386,Canberra,67.0,46.0
47387,Canberra,67.0,35.0
47388,Canberra,73.0,30.0
47389,Canberra,57.0,37.0
47390,Canberra,92.0,91.0
47391,Canberra,85.0,33.0
47392,Canberra,82.0,26.0
47393,Canberra,53.0,45.0
47394,Canberra,68.0,32.0
47395,Canberra,67.0,33.0
47396,Canberra,59.0,21.0
47397,Canberra,73.0,35.0
47398,Canberra,77.0,22.0
47399,Canberra,55.0,35.0
47400,Canberra,78.0,38.0
47401,Canberra,71.0,29.0
47402,Canberra,62.0,43.0
47403,Canberra,57.0,38.0
47404,Canberra,71.0,25.0
47405,Canberra,72.0,46.0
47406,Canberra,62.0,30.0
47407,Canberra,58.0,29.0
47408,Canberra,83.0,24.0
47409,Canberra,50.0,34.0
47410,Canberra,76.0,48.0
47411,Canberra,79.0,56.0
47412,Canberra,79.0,38.0
47413,Canberra,52.0,32.0
47414,Canberra,29.0,12.0
47415,Canberra,60.0,32.0
47416,Canberra,63.0,25.0
47417,Canberra,41.0,12.0
47418,Canberra,43.0,18.0
47419,Canberra,46.0,20.0
47420,Canberra,67.0,28.0
47421,Canberra,25.0,13.0
47422,Canberra,46.0,28.0
47423,Canberra,60.0,26.0
47424,Canberra,70.0,11.0
47425,Canberra,50.0,10.0
47426,Canberra,67.0,62.0
47427,Canberra,49.0,33.0
47428,Canberra,65.0,22.0
47429,Canberra,61.0,19.0
47430,Canberra,66.0,13.0
47431,Canberra,29.0,16.0
47432,Canberra,78.0,52.0
47433,Canberra,71.0,44.0
47434,Canberra,68.0,25.0
47435,Canberra,56.0,14.0
47436,Canberra,62.0,31.0
47437,Canberra,,
47438,Canberra,52.0,20.0
47439,Canberra,69.0,32.0
47440,Canberra,89.0,49.0
47441,Canberra,86.0,59.0
47442,Canberra,84.0,49.0
47443,Canberra,65.0,20.0
47444,Canberra,78.0,14.0
47445,Canberra,65.0,48.0
47446,Canberra,55.0,56.0
47447,Canberra,73.0,49.0
47448,Canberra,63.0,45.0
47449,Canberra,64.0,42.0
47450,Canberra,86.0,36.0
47451,Canberra,85.0,33.0
47452,Canberra,75.0,40.0
47453,Canberra,85.0,46.0
47454,Canberra,83.0,39.0
47455,Canberra,81.0,37.0
47456,Canberra,70.0,32.0
47457,Canberra,78.0,34.0
47458,Canberra,80.0,51.0
47459,Canberra,76.0,48.0
47460,Canberra,73.0,22.0
47461,Canberra,44.0,36.0
47462,Canberra,57.0,19.0
47463,Canberra,73.0,32.0
47464,Canberra,75.0,29.0
47465,Canberra,89.0,39.0
47466,Canberra,85.0,70.0
47467,Canberra,62.0,31.0
47468,Canberra,89.0,26.0
47469,Canberra,78.0,38.0
47470,Canberra,98.0,30.0
47471,Canberra,75.0,34.0
47472,Canberra,60.0,61.0
47473,Canberra,72.0,22.0
47474,Canberra,97.0,35.0
47475,Canberra,71.0,41.0
47476,Canberra,92.0,34.0
47477,Canberra,89.0,30.0
47478,Canberra,66.0,52.0
47479,Canberra,77.0,56.0
47480,Canberra,78.0,44.0
47481,Canberra,88.0,45.0
47482,Canberra,80.0,23.0
47483,Canberra,77.0,32.0
47484,Canberra,71.0,33.0
47485,Canberra,87.0,30.0
47486,Canberra,63.0,34.0
47487,Canberra,71.0,35.0
47488,Canberra,72.0,30.0
47489,Canberra,,23.0
47490,Canberra,57.0,44.0
47491,Canberra,74.0,53.0
47492,Canberra,83.0,33.0
47493,Canberra,74.0,36.0
47494,Canberra,52.0,42.0
47495,Canberra,69.0,57.0
47496,Canberra,78.0,33.0
47497,Canberra,89.0,53.0
47498,Canberra,62.0,41.0
47499,Canberra,81.0,33.0
47500,Canberra,73.0,33.0
47501,Canberra,55.0,34.0
47502,Canberra,81.0,34.0
47503,Canberra,39.0,17.0
47504,Canberra,48.0,43.0
47505,Canberra,88.0,52.0
47506,Canberra,92.0,34.0
47507,Canberra,50.0,23.0
47508,Canberra,80.0,24.0
47509,Canberra,,11.0
47510,Canberra,52.0,27.0
47511,Canberra,60.0,38.0
47512,Canberra,72.0,37.0
47513,Canberra,74.0,35.0
47514,Canberra,78.0,29.0
47515,Canberra,72.0,27.0
47516,Canberra,70.0,26.0
47517,Canberra,,35.0
47518,Canberra,66.0,83.0
47519,Canberra,85.0,41.0
47520,Canberra,90.0,55.0
47521,Canberra,62.0,44.0
47522,Canberra,54.0,50.0
47523,Canberra,88.0,38.0
47524,Canberra,,42.0
47525,Canberra,86.0,46.0
47526,Canberra,68.0,21.0
47527,Canberra,82.0,59.0
47528,Canberra,75.0,53.0
47529,Canberra,68.0,54.0
47530,Canberra,,41.0
47531,Canberra,99.0,66.0
47532,Canberra,69.0,39.0
47533,Canberra,84.0,46.0
47534,Canberra,99.0,50.0
47535,Canberra,99.0,61.0
47536,Canberra,74.0,54.0
47537,Canberra,92.0,94.0
47538,Canberra,84.0,44.0
47539,Canberra,68.0,46.0
47540,Canberra,93.0,44.0
47541,Canberra,99.0,46.0
47542,Canberra,97.0,63.0
47543,Canberra,74.0,59.0
47544,Canberra,87.0,50.0
47545,Canberra,99.0,42.0
47546,Canberra,97.0,64.0
47547,Canberra,94.0,59.0
47548,Canberra,94.0,96.0
47549,Canberra,93.0,74.0
47550,Canberra,78.0,43.0
47551,Canberra,56.0,45.0
47552,Canberra,82.0,42.0
47553,Canberra,85.0,47.0
47554,Canberra,100.0,51.0
47555,Canberra,64.0,45.0
47556,Canberra,84.0,49.0
47557,Canberra,83.0,38.0
47558,Canberra,85.0,62.0
47559,Canberra,78.0,64.0
47560,Canberra,97.0,94.0
47561,Canberra,72.0,64.0
47562,Canberra,71.0,59.0
47563,Canberra,88.0,66.0
47564,Canberra,94.0,64.0
47565,Canberra,97.0,76.0
47566,Canberra,89.0,44.0
47567,Canberra,99.0,69.0
47568,Canberra,99.0,87.0
47569,Canberra,99.0,66.0
47570,Canberra,89.0,62.0
47571,Canberra,59.0,44.0
47572,Canberra,57.0,52.0
47573,Canberra,80.0,46.0
47574,Canberra,88.0,51.0
47575,Canberra,78.0,41.0
47576,Canberra,81.0,56.0
47577,Canberra,96.0,48.0
47578,Canberra,99.0,58.0
47579,Canberra,98.0,58.0
47580,Canberra,91.0,83.0
47581,Canberra,98.0,92.0
47582,Canberra,98.0,89.0
47583,Canberra,98.0,82.0
47584,Canberra,99.0,71.0
47585,Canberra,95.0,77.0
47586,Canberra,90.0,77.0
47587,Canberra,84.0,58.0
47588,Canberra,76.0,57.0
47589,Canberra,75.0,48.0
47590,Canberra,66.0,39.0
47591,Canberra,97.0,52.0
47592,Canberra,98.0,51.0
47593,Canberra,99.0,31.0
47594,Canberra,79.0,58.0
47595,Canberra,75.0,71.0
47596,Canberra,92.0,45.0
47597,Canberra,78.0,58.0
47598,Canberra,95.0,51.0
47599,Canberra,66.0,51.0
47600,Canberra,60.0,50.0
47601,Canberra,65.0,52.0
47602,Canberra,80.0,68.0
47603,Canberra,82.0,87.0
47604,Canberra,99.0,59.0
47605,Canberra,85.0,55.0
47606,Canberra,99.0,71.0
47607,Canberra,70.0,32.0
47608,Canberra,99.0,44.0
47609,Canberra,99.0,70.0
47610,Canberra,64.0,39.0
47611,Canberra,58.0,38.0
47612,Canberra,69.0,56.0
47613,Canberra,99.0,36.0
47614,Canberra,88.0,42.0
47615,Canberra,63.0,40.0
47616,Canberra,69.0,57.0
47617,Canberra,59.0,53.0
47618,Canberra,70.0,55.0
47619,Canberra,75.0,54.0
47620,Canberra,80.0,74.0
47621,Canberra,69.0,62.0
47622,Canberra,71.0,52.0
47623,Canberra,94.0,55.0
47624,Canberra,72.0,38.0
47625,Canberra,86.0,35.0
47626,Canberra,82.0,54.0
47627,Canberra,68.0,43.0
47628,Canberra,86.0,42.0
47629,Canberra,72.0,33.0
47630,Canberra,75.0,31.0
47631,Canberra,70.0,30.0
47632,Canberra,85.0,43.0
47633,Canberra,68.0,50.0
47634,Canberra,76.0,43.0
47635,Canberra,54.0,41.0
47636,Canberra,81.0,39.0
47637,Canberra,90.0,36.0
47638,Canberra,51.0,43.0
47639,Canberra,44.0,46.0
47640,Canberra,55.0,44.0
47641,Canberra,61.0,46.0
47642,Canberra,85.0,54.0
47643,Canberra,78.0,39.0
47644,Canberra,75.0,96.0
47645,Canberra,86.0,93.0
47646,Canberra,83.0,43.0
47647,Canberra,65.0,56.0
47648,Canberra,66.0,49.0
47649,Canberra,67.0,47.0
47650,Canberra,78.0,49.0
47651,Canberra,71.0,35.0
47652,Canberra,39.0,40.0
47653,Canberra,62.0,37.0
47654,Canberra,49.0,42.0
47655,Canberra,48.0,36.0
47656,Canberra,45.0,49.0
47657,Canberra,50.0,35.0
47658,Canberra,75.0,34.0
47659,Canberra,27.0,65.0
47660,Canberra,54.0,41.0
47661,Canberra,56.0,31.0
47662,Canberra,54.0,45.0
47663,Canberra,71.0,39.0
47664,Canberra,71.0,26.0
47665,Canberra,67.0,35.0
47666,Canberra,77.0,40.0
47667,Canberra,74.0,34.0
47668,Canberra,27.0,23.0
47669,Canberra,56.0,34.0
47670,Canberra,68.0,26.0
47671,Canberra,63.0,21.0
47672,Canberra,55.0,47.0
47673,Canberra,72.0,37.0
47674,Canberra,40.0,23.0
47675,Canberra,22.0,45.0
47676,Canberra,47.0,14.0
47677,Canberra,63.0,20.0
47678,Canberra,67.0,27.0
47679,Canberra,56.0,27.0
47680,Canberra,80.0,87.0
47681,Canberra,60.0,54.0
47682,Canberra,57.0,30.0
47683,Canberra,54.0,31.0
47684,Canberra,59.0,28.0
47685,Canberra,73.0,35.0
47686,Canberra,78.0,33.0
47687,Canberra,71.0,48.0
47688,Canberra,55.0,27.0
47689,Canberra,69.0,31.0
47690,Canberra,72.0,34.0
47691,Canberra,50.0,22.0
47692,Canberra,32.0,25.0
47693,Canberra,42.0,28.0
47694,Canberra,52.0,25.0
47695,Canberra,61.0,9.0
47696,Canberra,55.0,22.0
47697,Canberra,50.0,22.0
47698,Canberra,74.0,32.0
47699,Canberra,72.0,87.0
47700,Canberra,89.0,92.0
47701,Canberra,75.0,37.0
47702,Canberra,60.0,49.0
47703,Canberra,51.0,40.0
47704,Canberra,74.0,35.0
47705,Canberra,71.0,60.0
47706,Canberra,62.0,41.0
47707,Canberra,56.0,40.0
47708,Canberra,72.0,32.0
47709,Canberra,47.0,26.0
47710,Canberra,65.0,36.0
47711,Canberra,74.0,41.0
47712,Canberra,51.0,29.0
47713,Canberra,65.0,41.0
47714,Canberra,63.0,58.0
47715,Canberra,58.0,38.0
47716,Canberra,66.0,32.0
47717,Canberra,61.0,20.0
47718,Canberra,75.0,37.0
47719,Canberra,50.0,28.0
47720,Canberra,75.0,38.0
47721,Canberra,68.0,33.0
47722,Canberra,58.0,26.0
47723,Canberra,29.0,18.0
47724,Canberra,59.0,58.0
47725,Canberra,54.0,37.0
47726,Canberra,59.0,35.0
47727,Canberra,69.0,26.0
47728,Canberra,59.0,17.0
47729,Canberra,52.0,27.0
47730,Canberra,44.0,31.0
47731,Canberra,60.0,25.0
47732,Canberra,57.0,20.0
47733,Canberra,70.0,46.0
47734,Canberra,75.0,36.0
47735,Canberra,71.0,39.0
47736,Canberra,70.0,33.0
47737,Canberra,60.0,31.0
47738,Canberra,57.0,21.0
47739,Canberra,38.0,16.0
47740,Canberra,59.0,35.0
47741,Canberra,70.0,13.0
47742,Canberra,57.0,44.0
47743,Canberra,70.0,43.0
47744,Canberra,76.0,62.0
47745,Canberra,73.0,27.0
47746,Canberra,63.0,26.0
47747,Canberra,64.0,26.0
47748,Canberra,25.0,9.0
47749,Canberra,55.0,24.0
47750,Canberra,63.0,9.0
47751,Canberra,70.0,27.0
47752,Canberra,39.0,28.0
47753,Canberra,72.0,29.0
47754,Canberra,25.0,14.0
47755,Canberra,44.0,18.0
47756,Canberra,33.0,19.0
47757,Canberra,47.0,19.0
47758,Canberra,53.0,35.0
47759,Canberra,63.0,37.0
47760,Canberra,63.0,29.0
47761,Canberra,62.0,26.0
47762,Canberra,49.0,14.0
47763,Canberra,62.0,16.0
47764,Canberra,47.0,12.0
47765,Canberra,41.0,14.0
47766,Canberra,35.0,8.0
47767,Canberra,23.0,6.0
47768,Canberra,38.0,10.0
47769,Canberra,48.0,29.0
47770,Canberra,70.0,50.0
47771,Canberra,73.0,32.0
47772,Canberra,66.0,43.0
47773,Canberra,68.0,31.0
47774,Canberra,77.0,80.0
47775,Canberra,60.0,28.0
47776,Canberra,59.0,33.0
47777,Canberra,60.0,23.0
47778,Canberra,68.0,24.0
47779,Canberra,44.0,14.0
47780,Canberra,62.0,13.0
47781,Canberra,31.0,21.0
47782,Canberra,56.0,17.0
47783,Canberra,63.0,16.0
47784,Canberra,60.0,16.0
47785,Canberra,73.0,52.0
47786,Canberra,65.0,41.0
47787,Canberra,59.0,24.0
47788,Canberra,60.0,19.0
47789,Canberra,45.0,14.0
47790,Canberra,40.0,10.0
47791,Canberra,54.0,26.0
47792,Canberra,75.0,25.0
47793,Canberra,70.0,34.0
47794,Canberra,72.0,36.0
47795,Canberra,60.0,40.0
47796,Canberra,92.0,94.0
47797,Canberra,91.0,60.0
47798,Canberra,73.0,40.0
47799,Canberra,66.0,35.0
47800,Canberra,80.0,96.0
47801,Canberra,62.0,34.0
47802,Canberra,60.0,24.0
47803,Canberra,77.0,36.0
47804,Canberra,69.0,34.0
47805,Canberra,84.0,37.0
47806,Canberra,73.0,26.0
47807,Canberra,75.0,47.0
47808,Canberra,81.0,67.0
47809,Canberra,74.0,67.0
47810,Canberra,94.0,84.0
47811,Canberra,76.0,48.0
47812,Canberra,70.0,42.0
47813,Canberra,74.0,39.0
47814,Canberra,85.0,75.0
47815,Canberra,81.0,59.0
47816,Canberra,88.0,30.0
47817,Canberra,69.0,85.0
47818,Canberra,89.0,54.0
47819,Canberra,82.0,36.0
47820,Canberra,77.0,44.0
47821,Canberra,93.0,55.0
47822,Canberra,82.0,65.0
47823,Canberra,82.0,56.0
47824,Canberra,80.0,57.0
47825,Canberra,59.0,44.0
47826,Canberra,60.0,47.0
47827,Canberra,75.0,38.0
47828,Canberra,73.0,37.0
47829,Canberra,79.0,36.0
47830,Canberra,90.0,47.0
47831,Canberra,91.0,50.0
47832,Canberra,84.0,37.0
47833,Canberra,81.0,90.0
47834,Canberra,86.0,67.0
47835,Canberra,94.0,83.0
47836,Canberra,87.0,76.0
47837,Canberra,92.0,93.0
47838,Canberra,99.0,68.0
47839,Canberra,99.0,63.0
47840,Canberra,99.0,44.0
47841,Canberra,94.0,55.0
47842,Canberra,96.0,50.0
47843,Canberra,90.0,69.0
47844,Canberra,98.0,94.0
47845,Canberra,98.0,81.0
47846,Canberra,76.0,63.0
47847,Canberra,70.0,54.0
47848,Canberra,77.0,50.0
47849,Canberra,85.0,68.0
47850,Canberra,97.0,93.0
47851,Canberra,87.0,77.0
47852,Canberra,76.0,51.0
47853,Canberra,74.0,51.0
47854,Canberra,67.0,46.0
47855,Canberra,66.0,50.0
47856,Canberra,68.0,43.0
47857,Canberra,80.0,47.0
47858,Canberra,99.0,51.0
47859,Canberra,57.0,53.0
47860,Canberra,86.0,58.0
47861,Canberra,86.0,58.0
47862,Canberra,99.0,54.0
47863,Canberra,87.0,51.0
47864,Canberra,67.0,33.0
47865,Canberra,77.0,73.0
47866,Canberra,99.0,51.0
47867,Canberra,77.0,64.0
47868,Canberra,81.0,55.0
47869,Canberra,91.0,71.0
47870,Canberra,63.0,42.0
47871,Canberra,76.0,46.0
47872,Canberra,98.0,44.0
47873,Canberra,96.0,87.0
47874,Canberra,63.0,63.0
47875,Canberra,96.0,55.0
47876,Canberra,85.0,59.0
47877,Canberra,61.0,41.0
47878,Canberra,77.0,45.0
47879,Canberra,87.0,47.0
47880,Canberra,89.0,78.0
47881,Canberra,93.0,51.0
47882,Canberra,80.0,51.0
47883,Canberra,92.0,45.0
47884,Canberra,91.0,53.0
47885,Canberra,89.0,52.0
47886,Canberra,84.0,46.0
47887,Canberra,99.0,55.0
47888,Canberra,99.0,51.0
47889,Canberra,97.0,58.0
47890,Canberra,99.0,64.0
47891,Canberra,99.0,65.0
47892,Canberra,99.0,58.0
47893,Canberra,74.0,51.0
47894,Canberra,73.0,58.0
47895,Canberra,85.0,58.0
47896,Canberra,95.0,58.0
47897,Canberra,97.0,60.0
47898,Canberra,75.0,76.0
47899,Canberra,96.0,58.0
47900,Canberra,86.0,51.0
47901,Canberra,99.0,75.0
47902,Canberra,90.0,94.0
47903,Canberra,94.0,77.0
47904,Canberra,86.0,78.0
47905,Canberra,97.0,71.0
47906,Canberra,95.0,60.0
47907,Canberra,82.0,
47908,Canberra,92.0,50.0
47909,Canberra,82.0,45.0
47910,Canberra,75.0,71.0
47911,Canberra,87.0,64.0
47912,Canberra,96.0,63.0
47913,Canberra,98.0,64.0
47914,Canberra,99.0,92.0
47915,Canberra,95.0,64.0
47916,Canberra,92.0,53.0
47917,Canberra,97.0,53.0
47918,Canberra,71.0,49.0
47919,Canberra,99.0,66.0
47920,Canberra,99.0,69.0
47921,Canberra,80.0,47.0
47922,Canberra,99.0,60.0
47923,Canberra,90.0,46.0
47924,Canberra,88.0,92.0
47925,Canberra,88.0,92.0
47926,Canberra,75.0,73.0
47927,Canberra,83.0,65.0
47928,Canberra,93.0,67.0
47929,Canberra,58.0,91.0
47930,Canberra,90.0,79.0
47931,Canberra,71.0,55.0
47932,Canberra,92.0,64.0
47933,Canberra,99.0,83.0
47934,Canberra,90.0,69.0
47935,Canberra,99.0,52.0
47936,Canberra,84.0,68.0
47937,Canberra,83.0,69.0
47938,Canberra,99.0,63.0
47939,Canberra,99.0,61.0
47940,Canberra,97.0,88.0
47941,Canberra,87.0,64.0
47942,Canberra,74.0,62.0
47943,Canberra,83.0,79.0
47944,Canberra,74.0,40.0
47945,Canberra,87.0,50.0
47946,Canberra,99.0,93.0
47947,Canberra,96.0,64.0
47948,Canberra,80.0,59.0
47949,Canberra,64.0,39.0
47950,Canberra,77.0,47.0
47951,Canberra,87.0,45.0
47952,Canberra,96.0,50.0
47953,Canberra,87.0,56.0
47954,Canberra,91.0,61.0
47955,Canberra,99.0,70.0
47956,Canberra,99.0,58.0
47957,Canberra,99.0,77.0
47958,Canberra,99.0,64.0
47959,Canberra,99.0,61.0
47960,Canberra,53.0,46.0
47961,Canberra,85.0,70.0
47962,Canberra,62.0,42.0
47963,Canberra,62.0,79.0
47964,Canberra,81.0,44.0
47965,Canberra,74.0,35.0
47966,Canberra,83.0,46.0
47967,Canberra,87.0,30.0
47968,Canberra,89.0,62.0
47969,Canberra,82.0,39.0
47970,Canberra,94.0,56.0
47971,Canberra,99.0,55.0
47972,Canberra,74.0,47.0
47973,Canberra,55.0,38.0
47974,Canberra,66.0,44.0
47975,Canberra,67.0,38.0
47976,Canberra,76.0,44.0
47977,Canberra,87.0,42.0
47978,Canberra,83.0,45.0
47979,Canberra,95.0,94.0
47980,Canberra,76.0,67.0
47981,Canberra,69.0,45.0
47982,Canberra,68.0,30.0
47983,Canberra,78.0,59.0
47984,Canberra,85.0,53.0
47985,Canberra,91.0,67.0
47986,Canberra,81.0,45.0
47987,Canberra,83.0,45.0
47988,Canberra,82.0,82.0
47989,Canberra,78.0,48.0
47990,Canberra,75.0,53.0
47991,Canberra,88.0,45.0
47992,Canberra,68.0,45.0
47993,Canberra,95.0,48.0
47994,Canberra,91.0,50.0
47995,Canberra,83.0,50.0
47996,Canberra,58.0,44.0
47997,Canberra,58.0,47.0
47998,Canberra,64.0,54.0
47999,Canberra,72.0,51.0
48000,Canberra,78.0,46.0
48001,Canberra,78.0,49.0
48002,Canberra,72.0,65.0
48003,Canberra,71.0,56.0
48004,Canberra,54.0,50.0
48005,Canberra,76.0,53.0
48006,Canberra,90.0,55.0
48007,Canberra,99.0,49.0
48008,Canberra,92.0,46.0
48009,Canberra,65.0,69.0
48010,Canberra,46.0,46.0
48011,Canberra,59.0,54.0
48012,Canberra,70.0,45.0
48013,Canberra,61.0,27.0
48014,Canberra,74.0,47.0
48015,Canberra,71.0,41.0
48016,Canberra,73.0,26.0
48017,Canberra,66.0,57.0
48018,Canberra,79.0,56.0
48019,Canberra,69.0,56.0
48020,Canberra,71.0,52.0
48021,Canberra,76.0,48.0
48022,Canberra,45.0,38.0
48023,Canberra,48.0,37.0
48024,Canberra,38.0,31.0
48025,Canberra,63.0,44.0
48026,Canberra,60.0,36.0
48027,Canberra,69.0,35.0
48028,Canberra,58.0,22.0
48029,Canberra,71.0,30.0
48030,Canberra,64.0,39.0
48031,Canberra,70.0,45.0
48032,Canberra,78.0,42.0
48033,Canberra,80.0,36.0
48034,Canberra,58.0,22.0
48035,Canberra,56.0,33.0
48036,Canberra,89.0,89.0
48037,Canberra,98.0,78.0
48038,Canberra,62.0,40.0
48039,Canberra,78.0,53.0
48040,Canberra,62.0,39.0
48041,Canberra,75.0,40.0
48042,Canberra,69.0,42.0
48043,Canberra,69.0,64.0
48044,Canberra,73.0,59.0
48045,Canberra,79.0,52.0
48046,Canberra,69.0,36.0
48047,Canberra,69.0,47.0
48048,Canberra,63.0,34.0
48049,Canberra,68.0,24.0
48050,Canberra,55.0,43.0
48051,Canberra,53.0,36.0
48052,Canberra,51.0,34.0
48053,Canberra,69.0,24.0
48054,Canberra,54.0,17.0
48055,Canberra,55.0,62.0
48056,Canberra,38.0,33.0
48057,Canberra,60.0,27.0
48058,Canberra,71.0,27.0
48059,Canberra,74.0,21.0
48060,Canberra,75.0,35.0
48061,Canberra,75.0,18.0
48062,Canberra,59.0,15.0
48063,Canberra,43.0,18.0
48064,Canberra,62.0,26.0
48065,Canberra,64.0,28.0
48066,Canberra,74.0,34.0
48067,Canberra,66.0,24.0
48068,Canberra,48.0,11.0
48069,Canberra,54.0,44.0
48070,Canberra,89.0,63.0
48071,Canberra,51.0,31.0
48072,Canberra,59.0,33.0
48073,Canberra,64.0,20.0
48074,Canberra,55.0,19.0
48075,Canberra,35.0,30.0
48076,Canberra,66.0,25.0
48077,Canberra,40.0,15.0
48078,Canberra,53.0,81.0
48079,Canberra,25.0,18.0
48080,Canberra,62.0,22.0
48081,Canberra,67.0,34.0
48082,Canberra,63.0,28.0
48083,Canberra,61.0,24.0
48084,Canberra,78.0,51.0
48085,Canberra,69.0,33.0
48086,Canberra,66.0,32.0
48087,Canberra,78.0,93.0
48088,Canberra,80.0,53.0
48089,Canberra,69.0,46.0
48090,Canberra,68.0,96.0
48091,Canberra,73.0,37.0
48092,Canberra,76.0,33.0
48093,Canberra,68.0,33.0
48094,Canberra,73.0,37.0
48095,Canberra,79.0,49.0
48096,Canberra,64.0,51.0
48097,Canberra,71.0,43.0
48098,Canberra,69.0,33.0
48099,Canberra,55.0,25.0
48100,Canberra,87.0,19.0
48101,Canberra,42.0,16.0
48102,Canberra,69.0,26.0
48103,Canberra,50.0,28.0
48104,Canberra,69.0,36.0
48105,Canberra,66.0,29.0
48106,Canberra,67.0,51.0
48107,Canberra,74.0,45.0
48108,Canberra,91.0,68.0
48109,Canberra,81.0,63.0
48110,Canberra,46.0,24.0
48111,Canberra,68.0,44.0
48112,Canberra,74.0,40.0
