Location,Humidity9am,Humidity3pm,AvgHumidity
Melbourne,44.0,69.0,56.5
Melbourne,53.0,31.0,42.0
Melbourne,49.0,28.0,38.5
Melbourne,86.0,57.0,71.5
Melbourne,49.0,44.0,46.5
Melbourne,61.0,44.0,52.5
Melbourne,65.0,50.0,57.5
Melbourne,58.0,27.0,42.5
Melbourne,56.0,44.0,50.0
Melbourne,58.0,44.0,51.0
Melbourne,76.0,64.0,70.0
Melbourne,59.0,62.0,60.5
Melbourne,61.0,40.0,50.5
Melbourne,53.0,42.0,47.5
Melbourne,31.0,46.0,38.5
Melbourne,63.0,57.0,60.0
Melbourne,58.0,12.0,35.0
Melbourne,68.0,51.0,59.5
Melbourne,60.0,48.0,54.0
Melbourne,47.0,40.0,43.5
Melbourne,60.0,46.0,53.0
Melbourne,66.0,59.0,62.5
Melbourne,71.0,48.0,59.5
Melbourne,47.0,34.0,40.5
Melbourne,52.0,45.0,48.5
Melbourne,71.0,63.0,67.0
Melbourne,88.0,75.0,81.5
Melbourne,87.0,72.0,79.5
Melbourne,88.0,68.0,78.0
Melbourne,75.0,91.0,83.0
Melbourne,87.0,68.0,77.5
Melbourne,73.0,53.0,63.0
Melbourne,79.0,68.0,73.5
Melbourne,58.0,56.0,57.0
Melbourne,99.0,55.0,77.0
Melbourne,60.0,54.0,57.0
Melbourne,70.0,54.0,62.0
Melbourne,44.0,59.0,51.5
Melbourne,77.0,52.0,64.5
Melbourne,80.0,51.0,65.5
Melbourne,86.0,49.0,67.5
Melbourne,55.0,40.0,47.5
Melbourne,89.0,63.0,76.0
Melbourne,69.0,43.0,56.0
Melbourne,52.0,44.0,48.0
Melbourne,65.0,42.0,53.5
Melbourne,40.0,18.0,29.0
Melbourne,67.0,66.0,66.5
Melbourne,32.0,52.0,42.0
Melbourne,66.0,57.0,61.5
Melbourne,89.0,58.0,73.5
Melbourne,85.0,83.0,84.0
Melbourne,96.0,77.0,86.5
Melbourne,53.0,40.0,46.5
Melbourne,57.0,45.0,51.0
Melbourne,61.0,42.0,51.5
Melbourne,69.0,56.0,62.5
Melbourne,72.0,52.0,62.0
Melbourne,83.0,87.0,85.0
Melbourne,58.0,41.0,49.5
Melbourne,70.0,55.0,62.5
Melbourne,68.0,52.0,60.0
Melbourne,72.0,38.0,55.0
Melbourne,64.0,48.0,56.0
Melbourne,85.0,54.0,69.5
Melbourne,73.0,48.0,60.5
Melbourne,70.0,42.0,56.0
Melbourne,54.0,41.0,47.5
Melbourne,59.0,60.0,59.5
Melbourne,58.0,47.0,52.5
Melbourne,65.0,56.0,60.5
Melbourne,74.0,50.0,62.0
Melbourne,73.0,54.0,63.5
Melbourne,72.0,41.0,56.5
Melbourne,95.0,81.0,88.0
Melbourne,76.0,81.0,78.5
Melbourne,67.0,40.0,53.5
Melbourne,60.0,48.0,54.0
Melbourne,62.0,59.0,60.5
Melbourne,62.0,62.0,62.0
Melbourne,48.0,36.0,42.0
Melbourne,68.0,31.0,49.5
Melbourne,51.0,32.0,41.5
Melbourne,47.0,40.0,43.5
Melbourne,80.0,67.0,73.5
Melbourne,91.0,70.0,80.5
Melbourne,78.0,51.0,64.5
Melbourne,77.0,49.0,63.0
Melbourne,69.0,87.0,78.0
Melbourne,58.0,40.0,49.0
Melbourne,73.0,38.0,55.5
Melbourne,55.0,49.0,52.0
Melbourne,52.0,50.0,51.0
Melbourne,58.0,49.0,53.5
Melbourne,71.0,51.0,61.0
Melbourne,82.0,38.0,60.0
Melbourne,70.0,59.0,64.5
Melbourne,86.0,79.0,82.5
Melbourne,75.0,40.0,57.5
Melbourne,81.0,82.0,81.5
Melbourne,74.0,45.0,59.5
Melbourne,60.0,63.0,61.5
Melbourne,78.0,55.0,66.5
Melbourne,74.0,53.0,63.5
Melbourne,82.0,31.0,56.5
Melbourne,80.0,65.0,72.5
Melbourne,51.0,39.0,45.0
Melbourne,76.0,72.0,74.0
Melbourne,88.0,54.0,71.0
Melbourne,75.0,66.0,70.5
Melbourne,75.0,64.0,69.5
Melbourne,53.0,59.0,56.0
Melbourne,64.0,50.0,57.0
Melbourne,79.0,60.0,69.5
Melbourne,76.0,74.0,75.0
Melbourne,64.0,54.0,59.0
Melbourne,77.0,47.0,62.0
Melbourne,71.0,76.0,73.5
Melbourne,95.0,91.0,93.0
Melbourne,77.0,88.0,82.5
Melbourne,87.0,64.0,75.5
Melbourne,75.0,57.0,66.0
Melbourne,59.0,59.0,59.0
Melbourne,75.0,62.0,68.5
Melbourne,72.0,55.0,63.5
Melbourne,58.0,45.0,51.5
Melbourne,58.0,37.0,47.5
Melbourne,55.0,38.0,46.5
Melbourne,60.0,67.0,63.5
Melbourne,88.0,85.0,86.5
Melbourne,73.0,54.0,63.5
Melbourne,71.0,59.0,65.0
Melbourne,70.0,77.0,73.5
Melbourne,77.0,71.0,74.0
Melbourne,90.0,76.0,83.0
Melbourne,89.0,72.0,80.5
Melbourne,83.0,64.0,73.5
Melbourne,86.0,56.0,71.0
Melbourne,80.0,50.0,65.0
Melbourne,71.0,48.0,59.5
Melbourne,63.0,56.0,59.5
Melbourne,70.0,47.0,58.5
Melbourne,59.0,33.0,46.0
Melbourne,69.0,47.0,58.0
Melbourne,61.0,58.0,59.5
Melbourne,77.0,73.0,75.0
Melbourne,72.0,67.0,69.5
Melbourne,77.0,65.0,71.0
Melbourne,75.0,62.0,68.5
Melbourne,97.0,66.0,81.5
Melbourne,93.0,59.0,76.0
Melbourne,80.0,62.0,71.0
Melbourne,83.0,58.0,70.5
Melbourne,78.0,56.0,67.0
Melbourne,80.0,54.0,67.0
Melbourne,83.0,61.0,72.0
Melbourne,78.0,60.0,69.0
Melbourne,75.0,58.0,66.5
Melbourne,63.0,70.0,66.5
Melbourne,70.0,62.0,66.0
Melbourne,83.0,71.0,77.0
Melbourne,73.0,52.0,62.5
Melbourne,82.0,51.0,66.5
Melbourne,79.0,53.0,66.0
Melbourne,78.0,54.0,66.0
Melbourne,86.0,68.0,77.0
Melbourne,82.0,46.0,64.0
Melbourne,63.0,47.0,55.0
Melbourne,69.0,46.0,57.5
Melbourne,64.0,44.0,54.0
Melbourne,53.0,73.0,63.0
Melbourne,66.0,49.0,57.5
Melbourne,61.0,65.0,63.0
Melbourne,65.0,59.0,62.0
Melbourne,75.0,56.0,65.5
Melbourne,62.0,55.0,58.5
Melbourne,67.0,45.0,56.0
Melbourne,55.0,90.0,72.5
Melbourne,76.0,55.0,65.5
Melbourne,64.0,54.0,59.0
Melbourne,82.0,81.0,81.5
Melbourne,90.0,59.0,74.5
Melbourne,95.0,56.0,75.5
Melbourne,80.0,48.0,64.0
Melbourne,75.0,69.0,72.0
Melbourne,78.0,73.0,75.5
Melbourne,85.0,73.0,79.0
Melbourne,75.0,66.0,70.5
Melbourne,79.0,68.0,73.5
Melbourne,80.0,56.0,68.0
Melbourne,90.0,64.0,77.0
Melbourne,90.0,70.0,80.0
Melbourne,91.0,78.0,84.5
Melbourne,84.0,58.0,71.0
Melbourne,87.0,47.0,67.0
Melbourne,70.0,35.0,52.5
Melbourne,63.0,34.0,48.5
Melbourne,44.0,43.0,43.5
Melbourne,65.0,52.0,58.5
Melbourne,64.0,51.0,57.5
Melbourne,49.0,40.0,44.5
Melbourne,54.0,31.0,42.5
Melbourne,31.0,39.0,35.0
Melbourne,43.0,43.0,43.0
Melbourne,79.0,69.0,74.0
Melbourne,84.0,56.0,70.0
Melbourne,79.0,57.0,68.0
Melbourne,84.0,80.0,82.0
Melbourne,82.0,87.0,84.5
Melbourne,73.0,57.0,65.0
Melbourne,95.0,55.0,75.0
Melbourne,81.0,65.0,73.0
Melbourne,80.0,51.0,65.5
Melbourne,79.0,72.0,75.5
Melbourne,67.0,43.0,55.0
Melbourne,62.0,85.0,73.5
Melbourne,78.0,67.0,72.5
Melbourne,94.0,71.0,82.5
Melbourne,83.0,47.0,65.0
Melbourne,73.0,35.0,54.0
Melbourne,73.0,37.0,55.0
Melbourne,59.0,44.0,51.5
Melbourne,71.0,40.0,55.5
Melbourne,58.0,55.0,56.5
Melbourne,55.0,42.0,48.5
Melbourne,57.0,38.0,47.5
Melbourne,62.0,38.0,50.0
Melbourne,70.0,49.0,59.5
Melbourne,62.0,50.0,56.0
Melbourne,69.0,58.0,63.5
Melbourne,82.0,54.0,68.0
Melbourne,78.0,34.0,56.0
Melbourne,44.0,37.0,40.5
Melbourne,47.0,71.0,59.0
Melbourne,66.0,31.0,48.5
Melbourne,51.0,45.0,48.0
Melbourne,58.0,35.0,46.5
Melbourne,64.0,39.0,51.5
Melbourne,90.0,46.0,68.0
Melbourne,71.0,61.0,66.0
Melbourne,81.0,48.0,64.5
Melbourne,51.0,42.0,46.5
Melbourne,52.0,36.0,44.0
Melbourne,63.0,,63.0
Melbourne,66.0,49.0,57.5
Melbourne,47.0,44.0,45.5
Melbourne,59.0,34.0,46.5
Melbourne,79.0,48.0,63.5
Melbourne,38.0,21.0,29.5
Melbourne,71.0,49.0,60.0
Melbourne,63.0,36.0,49.5
Melbourne,48.0,31.0,39.5
Melbourne,47.0,44.0,45.5
Melbourne,51.0,39.0,45.0
Melbourne,61.0,34.0,47.5
Melbourne,43.0,29.0,36.0
Melbourne,47.0,42.0,44.5
Melbourne,35.0,70.0,52.5
Melbourne,86.0,61.0,73.5
Melbourne,62.0,55.0,58.5
Melbourne,83.0,74.0,78.5
Melbourne,65.0,41.0,53.0
Melbourne,71.0,40.0,55.5
Melbourne,68.0,30.0,49.0
Melbourne,69.0,39.0,54.0
Melbourne,77.0,61.0,69.0
Melbourne,75.0,60.0,67.5
Melbourne,83.0,71.0,77.0
Melbourne,73.0,39.0,56.0
Melbourne,62.0,64.0,63.0
Melbourne,60.0,55.0,57.5
Melbourne,66.0,51.0,58.5
Melbourne,68.0,49.0,58.5
Melbourne,68.0,34.0,51.0
Melbourne,60.0,59.0,59.5
Melbourne,57.0,34.0,45.5
Melbourne,55.0,38.0,46.5
Melbourne,66.0,22.0,44.0
Melbourne,38.0,26.0,32.0
Melbourne,32.0,26.0,29.0
Melbourne,91.0,86.0,88.5
Melbourne,86.0,80.0,83.0
Melbourne,88.0,28.0,58.0
Melbourne,83.0,93.0,88.0
Melbourne,70.0,57.0,63.5
Melbourne,56.0,47.0,51.5
Melbourne,49.0,31.0,40.0
Melbourne,53.0,46.0,49.5
Melbourne,84.0,42.0,63.0
Melbourne,84.0,72.0,78.0
Melbourne,76.0,55.0,65.5
Melbourne,69.0,65.0,67.0
Melbourne,74.0,80.0,77.0
Melbourne,54.0,56.0,55.0
Melbourne,68.0,54.0,61.0
Melbourne,60.0,26.0,43.0
Melbourne,37.0,44.0,40.5
Melbourne,74.0,46.0,60.0
Melbourne,91.0,47.0,69.0
Melbourne,63.0,48.0,55.5
Melbourne,61.0,31.0,46.0
Melbourne,57.0,40.0,48.5
Melbourne,56.0,42.0,49.0
Melbourne,70.0,31.0,50.5
Melbourne,48.0,34.0,41.0
Melbourne,56.0,26.0,41.0
Melbourne,51.0,45.0,48.0
Melbourne,60.0,34.0,47.0
Melbourne,47.0,26.0,36.5
Melbourne,92.0,86.0,89.0
Melbourne,63.0,28.0,45.5
Melbourne,49.0,38.0,43.5
Melbourne,57.0,53.0,55.0
Melbourne,49.0,43.0,46.0
Melbourne,60.0,47.0,53.5
Melbourne,63.0,57.0,60.0
Melbourne,94.0,81.0,87.5
Melbourne,78.0,52.0,65.0
Melbourne,78.0,54.0,66.0
Melbourne,34.0,15.0,24.5
Melbourne,80.0,78.0,79.0
Melbourne,54.0,48.0,51.0
Melbourne,50.0,50.0,50.0
Melbourne,70.0,51.0,60.5
Melbourne,42.0,41.0,41.5
Melbourne,48.0,31.0,39.5
Melbourne,55.0,34.0,44.5
Melbourne,46.0,23.0,34.5
Melbourne,41.0,19.0,30.0
Melbourne,45.0,26.0,35.5
Melbourne,50.0,38.0,44.0
Melbourne,75.0,55.0,65.0
Melbourne,52.0,40.0,46.0
Melbourne,45.0,38.0,41.5
Melbourne,43.0,45.0,44.0
Melbourne,62.0,51.0,56.5
Melbourne,66.0,51.0,58.5
Melbourne,56.0,32.0,44.0
Melbourne,40.0,51.0,45.5
Melbourne,66.0,47.0,56.5
Melbourne,68.0,54.0,61.0
Melbourne,71.0,50.0,60.5
Melbourne,67.0,49.0,58.0
Melbourne,62.0,41.0,51.5
Melbourne,78.0,66.0,72.0
Melbourne,74.0,43.0,58.5
Melbourne,76.0,69.0,72.5
Melbourne,55.0,45.0,50.0
Melbourne,56.0,55.0,55.5
Melbourne,55.0,54.0,54.5
Melbourne,78.0,42.0,60.0
Melbourne,42.0,17.0,29.5
Melbourne,69.0,38.0,53.5
Melbourne,31.0,16.0,23.5
Melbourne,59.0,50.0,54.5
Melbourne,67.0,41.0,54.0
Melbourne,51.0,42.0,46.5
Melbourne,50.0,41.0,45.5
Melbourne,41.0,21.0,31.0
Melbourne,83.0,48.0,65.5
Melbourne,46.0,36.0,41.0
Melbourne,49.0,41.0,45.0
Melbourne,62.0,42.0,52.0
Melbourne,66.0,53.0,59.5
Melbourne,69.0,47.0,58.0
Melbourne,62.0,53.0,57.5
Melbourne,60.0,49.0,54.5
Melbourne,47.0,24.0,35.5
Melbourne,41.0,26.0,33.5
Melbourne,71.0,56.0,63.5
Melbourne,59.0,52.0,55.5
Melbourne,76.0,67.0,71.5
Melbourne,77.0,64.0,70.5
Melbourne,70.0,35.0,52.5
Melbourne,40.0,28.0,34.0
Melbourne,38.0,22.0,30.0
Melbourne,77.0,60.0,68.5
Melbourne,67.0,55.0,61.0
Melbourne,69.0,55.0,62.0
Melbourne,64.0,55.0,59.5
Melbourne,68.0,33.0,50.5
Melbourne,83.0,51.0,67.0
Melbourne,55.0,52.0,53.5
Melbourne,59.0,34.0,46.5
Melbourne,66.0,41.0,53.5
Melbourne,71.0,41.0,56.0
Melbourne,65.0,23.0,44.0
Melbourne,32.0,34.0,33.0
Melbourne,55.0,42.0,48.5
Melbourne,63.0,43.0,53.0
Melbourne,51.0,45.0,48.0
Melbourne,66.0,43.0,54.5
Melbourne,71.0,52.0,61.5
Melbourne,75.0,71.0,73.0
Melbourne,70.0,81.0,75.5
Melbourne,68.0,64.0,66.0
Melbourne,80.0,48.0,64.0
Melbourne,57.0,22.0,39.5
Melbourne,63.0,61.0,62.0
Melbourne,83.0,61.0,72.0
Melbourne,85.0,57.0,71.0
Melbourne,80.0,48.0,64.0
Melbourne,72.0,65.0,68.5
Melbourne,67.0,53.0,60.0
Melbourne,71.0,51.0,61.0
Melbourne,69.0,61.0,65.0
Melbourne,69.0,17.0,43.0
Melbourne,33.0,19.0,26.0
Melbourne,50.0,43.0,46.5
Melbourne,91.0,88.0,89.5
Melbourne,91.0,64.0,77.5
Melbourne,59.0,55.0,57.0
Melbourne,90.0,71.0,80.5
Melbourne,64.0,45.0,54.5
Melbourne,74.0,93.0,83.5
Melbourne,87.0,39.0,63.0
Melbourne,67.0,58.0,62.5
Melbourne,67.0,51.0,59.0
Melbourne,62.0,35.0,48.5
Melbourne,64.0,54.0,59.0
Melbourne,82.0,52.0,67.0
Melbourne,53.0,42.0,47.5
Melbourne,60.0,43.0,51.5
Melbourne,58.0,48.0,53.0
Melbourne,74.0,27.0,50.5
Melbourne,60.0,37.0,48.5
Melbourne,74.0,69.0,71.5
Melbourne,75.0,54.0,64.5
Melbourne,73.0,45.0,59.0
Melbourne,78.0,45.0,61.5
Melbourne,75.0,35.0,55.0
Melbourne,58.0,43.0,50.5
Melbourne,68.0,68.0,68.0
Melbourne,67.0,36.0,51.5
Melbourne,61.0,27.0,44.0
Melbourne,76.0,54.0,65.0
Melbourne,77.0,47.0,62.0
Melbourne,79.0,48.0,63.5
Melbourne,69.0,59.0,64.0
Melbourne,78.0,48.0,63.0
Melbourne,73.0,41.0,57.0
Melbourne,82.0,36.0,59.0
Melbourne,48.0,65.0,56.5
Melbourne,68.0,52.0,60.0
Melbourne,70.0,36.0,53.0
Melbourne,46.0,46.0,46.0
Melbourne,66.0,49.0,57.5
Melbourne,75.0,48.0,61.5
Melbourne,60.0,44.0,52.0
Melbourne,59.0,48.0,53.5
Melbourne,65.0,32.0,48.5
Melbourne,74.0,47.0,60.5
Melbourne,86.0,53.0,69.5
Melbourne,51.0,48.0,49.5
Melbourne,76.0,37.0,56.5
Melbourne,67.0,32.0,49.5
Melbourne,47.0,27.0,37.0
Melbourne,48.0,25.0,36.5
Melbourne,80.0,54.0,67.0
Melbourne,79.0,53.0,66.0
Melbourne,74.0,48.0,61.0
Melbourne,72.0,57.0,64.5
Melbourne,94.0,66.0,80.0
Melbourne,94.0,58.0,76.0
Melbourne,80.0,52.0,66.0
Melbourne,62.0,72.0,67.0
Melbourne,92.0,79.0,85.5
Melbourne,92.0,69.0,80.5
Melbourne,78.0,63.0,70.5
Melbourne,80.0,54.0,67.0
Melbourne,71.0,43.0,57.0
Melbourne,53.0,44.0,48.5
Melbourne,77.0,47.0,62.0
Melbourne,55.0,42.0,48.5
Melbourne,91.0,55.0,73.0
Melbourne,75.0,84.0,79.5
Melbourne,68.0,51.0,59.5
Melbourne,74.0,83.0,78.5
Melbourne,79.0,43.0,61.0
Melbourne,63.0,57.0,60.0
Melbourne,55.0,42.0,48.5
Melbourne,43.0,41.0,42.0
Melbourne,75.0,31.0,53.0
Melbourne,67.0,51.0,59.0
Melbourne,66.0,45.0,55.5
Melbourne,82.0,80.0,81.0
Melbourne,88.0,65.0,76.5
Melbourne,85.0,60.0,72.5
Melbourne,85.0,46.0,65.5
Melbourne,73.0,36.0,54.5
Melbourne,60.0,49.0,54.5
Melbourne,91.0,58.0,74.5
Melbourne,74.0,42.0,58.0
Melbourne,68.0,43.0,55.5
Melbourne,58.0,43.0,50.5
Melbourne,54.0,28.0,41.0
Melbourne,53.0,65.0,59.0
Melbourne,86.0,87.0,86.5
Melbourne,83.0,87.0,85.0
Melbourne,73.0,58.0,65.5
Melbourne,76.0,67.0,71.5
Melbourne,68.0,64.0,66.0
Melbourne,85.0,80.0,82.5
Melbourne,87.0,50.0,68.5
Melbourne,87.0,48.0,67.5
Melbourne,86.0,54.0,70.0
Melbourne,86.0,65.0,75.5
Melbourne,92.0,89.0,90.5
Melbourne,57.0,65.0,61.0
Melbourne,71.0,59.0,65.0
Melbourne,84.0,62.0,73.0
Melbourne,66.0,82.0,74.0
Melbourne,96.0,95.0,95.5
Melbourne,88.0,79.0,83.5
Melbourne,99.0,71.0,85.0
Melbourne,86.0,48.0,67.0
Melbourne,72.0,53.0,62.5
Melbourne,61.0,65.0,63.0
Melbourne,68.0,45.0,56.5
Melbourne,67.0,57.0,62.0
Melbourne,75.0,82.0,78.5
Melbourne,83.0,59.0,71.0
Melbourne,69.0,45.0,57.0
Melbourne,56.0,56.0,56.0
Melbourne,89.0,86.0,87.5
Melbourne,84.0,86.0,85.0
Melbourne,74.0,57.0,65.5
Melbourne,67.0,55.0,61.0
Melbourne,75.0,89.0,82.0
Melbourne,47.0,44.0,45.5
Melbourne,74.0,59.0,66.5
Melbourne,67.0,63.0,65.0
Melbourne,66.0,67.0,66.5
Melbourne,75.0,53.0,64.0
Melbourne,76.0,92.0,84.0
Melbourne,87.0,63.0,75.0
Melbourne,90.0,67.0,78.5
Melbourne,81.0,73.0,77.0
Melbourne,93.0,62.0,77.5
Melbourne,88.0,54.0,71.0
Melbourne,82.0,39.0,60.5
Melbourne,72.0,39.0,55.5
Melbourne,72.0,48.0,60.0
Melbourne,74.0,69.0,71.5
Melbourne,73.0,66.0,69.5
Melbourne,78.0,72.0,75.0
Melbourne,86.0,66.0,76.0
Melbourne,66.0,56.0,61.0
Melbourne,61.0,53.0,57.0
Melbourne,81.0,59.0,70.0
Melbourne,65.0,43.0,54.0
Melbourne,73.0,32.0,52.5
Melbourne,72.0,44.0,58.0
Melbourne,76.0,69.0,72.5
Melbourne,83.0,55.0,69.0
Melbourne,86.0,58.0,72.0
Melbourne,91.0,56.0,73.5
Melbourne,76.0,48.0,62.0
Melbourne,68.0,53.0,60.5
Melbourne,77.0,67.0,72.0
Melbourne,91.0,75.0,83.0
Melbourne,82.0,64.0,73.0
Melbourne,86.0,65.0,75.5
Melbourne,74.0,60.0,67.0
Melbourne,77.0,55.0,66.0
Melbourne,90.0,59.0,74.5
Melbourne,81.0,58.0,69.5
Melbourne,60.0,46.0,53.0
Melbourne,76.0,36.0,56.0
Melbourne,72.0,44.0,58.0
Melbourne,66.0,51.0,58.5
Melbourne,67.0,41.0,54.0
Melbourne,52.0,80.0,66.0
Melbourne,68.0,63.0,65.5
Melbourne,89.0,71.0,80.0
Melbourne,87.0,75.0,81.0
Melbourne,85.0,63.0,74.0
Melbourne,91.0,51.0,71.0
Melbourne,51.0,53.0,52.0
Melbourne,77.0,53.0,65.0
Melbourne,70.0,47.0,58.5
Melbourne,67.0,79.0,73.0
Melbourne,84.0,60.0,72.0
Melbourne,60.0,51.0,55.5
Melbourne,71.0,58.0,64.5
Melbourne,52.0,42.0,47.0
Melbourne,58.0,30.0,44.0
Melbourne,55.0,51.0,53.0
Melbourne,58.0,46.0,52.0
Melbourne,58.0,51.0,54.5
Melbourne,59.0,55.0,57.0
Melbourne,59.0,46.0,52.5
Melbourne,54.0,36.0,45.0
Melbourne,49.0,31.0,40.0
Melbourne,56.0,70.0,63.0
Melbourne,83.0,45.0,64.0
Melbourne,62.0,41.0,51.5
Melbourne,61.0,38.0,49.5
Melbourne,52.0,37.0,44.5
Melbourne,35.0,21.0,28.0
Melbourne,26.0,35.0,30.5
Melbourne,60.0,41.0,50.5
Melbourne,59.0,43.0,51.0
Melbourne,70.0,59.0,64.5
Melbourne,70.0,38.0,54.0
Melbourne,64.0,50.0,57.0
Melbourne,72.0,31.0,51.5
Melbourne,49.0,45.0,47.0
Melbourne,64.0,73.0,68.5
Melbourne,67.0,59.0,63.0
Melbourne,71.0,47.0,59.0
Melbourne,66.0,52.0,59.0
Melbourne,79.0,57.0,68.0
Melbourne,78.0,82.0,80.0
Melbourne,77.0,56.0,66.5
Melbourne,81.0,44.0,62.5
Melbourne,67.0,73.0,70.0
Melbourne,69.0,34.0,51.5
Melbourne,73.0,28.0,50.5
Melbourne,53.0,43.0,48.0
Melbourne,58.0,43.0,50.5
Melbourne,46.0,27.0,36.5
Melbourne,24.0,22.0,23.0
Melbourne,68.0,61.0,64.5
Melbourne,49.0,58.0,53.5
Melbourne,61.0,52.0,56.5
Melbourne,66.0,46.0,56.0
Melbourne,68.0,54.0,61.0
Melbourne,49.0,30.0,39.5
Melbourne,31.0,11.0,21.0
Melbourne,65.0,45.0,55.0
Melbourne,63.0,79.0,71.0
Melbourne,76.0,62.0,69.0
Melbourne,71.0,42.0,56.5
Melbourne,64.0,36.0,50.0
Melbourne,71.0,36.0,53.5
Melbourne,80.0,72.0,76.0
Melbourne,72.0,55.0,63.5
Melbourne,75.0,52.0,63.5
Melbourne,68.0,38.0,53.0
Melbourne,35.0,30.0,32.5
Melbourne,54.0,64.0,59.0
Melbourne,64.0,50.0,57.0
Melbourne,73.0,42.0,57.5
Melbourne,78.0,29.0,53.5
Melbourne,66.0,41.0,53.5
Melbourne,59.0,27.0,43.0
Melbourne,68.0,41.0,54.5
Melbourne,39.0,22.0,30.5
Melbourne,40.0,30.0,35.0
Melbourne,50.0,51.0,50.5
Melbourne,64.0,58.0,61.0
Melbourne,70.0,55.0,62.5
Melbourne,64.0,50.0,57.0
Melbourne,68.0,44.0,56.0
Melbourne,40.0,18.0,29.0
Melbourne,27.0,24.0,25.5
Melbourne,74.0,53.0,63.5
Melbourne,80.0,54.0,67.0
Melbourne,55.0,50.0,52.5
Melbourne,47.0,23.0,35.0
Melbourne,26.0,46.0,36.0
Melbourne,64.0,53.0,58.5
Melbourne,76.0,65.0,70.5
Melbourne,78.0,41.0,59.5
Melbourne,51.0,39.0,45.0
Melbourne,79.0,48.0,63.5
Melbourne,49.0,23.0,36.0
Melbourne,31.0,60.0,45.5
Melbourne,46.0,40.0,43.0
Melbourne,59.0,52.0,55.5
Melbourne,65.0,50.0,57.5
Melbourne,57.0,49.0,53.0
Melbourne,72.0,46.0,59.0
Melbourne,87.0,45.0,66.0
Melbourne,58.0,34.0,46.0
Melbourne,41.0,24.0,32.5
Melbourne,56.0,46.0,51.0
Melbourne,57.0,42.0,49.5
Melbourne,67.0,60.0,63.5
Melbourne,61.0,18.0,39.5
Melbourne,73.0,61.0,67.0
Melbourne,72.0,53.0,62.5
Melbourne,96.0,64.0,80.0
Melbourne,79.0,51.0,65.0
Melbourne,59.0,22.0,40.5
Melbourne,58.0,55.0,56.5
Melbourne,63.0,47.0,55.0
Melbourne,50.0,42.0,46.0
Melbourne,50.0,19.0,34.5
Melbourne,23.0,14.0,18.5
Melbourne,68.0,52.0,60.0
Melbourne,69.0,59.0,64.0
Melbourne,70.0,44.0,57.0
Melbourne,65.0,34.0,49.5
Melbourne,68.0,44.0,56.0
Melbourne,51.0,43.0,47.0
Melbourne,19.0,8.0,13.5
Melbourne,54.0,56.0,55.0
Melbourne,70.0,56.0,63.0
Melbourne,52.0,42.0,47.0
Melbourne,60.0,45.0,52.5
Melbourne,64.0,51.0,57.5
Melbourne,62.0,11.0,36.5
Melbourne,50.0,59.0,54.5
Melbourne,57.0,41.0,49.0
Melbourne,57.0,52.0,54.5
Melbourne,72.0,59.0,65.5
Melbourne,61.0,35.0,48.0
Melbourne,57.0,41.0,49.0
Melbourne,63.0,17.0,40.0
Melbourne,27.0,63.0,45.0
Melbourne,60.0,51.0,55.5
Melbourne,80.0,54.0,67.0
Melbourne,67.0,54.0,60.5
Melbourne,59.0,44.0,51.5
Melbourne,56.0,28.0,42.0
Melbourne,58.0,65.0,61.5
Melbourne,60.0,31.0,45.5
Melbourne,59.0,33.0,46.0
Melbourne,66.0,27.0,46.5
Melbourne,51.0,28.0,39.5
Melbourne,48.0,24.0,36.0
Melbourne,51.0,28.0,39.5
Melbourne,49.0,28.0,38.5
Melbourne,82.0,49.0,65.5
Melbourne,40.0,25.0,32.5
Melbourne,65.0,25.0,45.0
Melbourne,73.0,23.0,48.0
Melbourne,46.0,24.0,35.0
Melbourne,41.0,41.0,41.0
Melbourne,61.0,41.0,51.0
Melbourne,58.0,42.0,50.0
Melbourne,70.0,72.0,71.0
Melbourne,65.0,40.0,52.5
Melbourne,93.0,55.0,74.0
Melbourne,69.0,45.0,57.0
Melbourne,65.0,33.0,49.0
Melbourne,53.0,62.0,57.5
Melbourne,67.0,49.0,58.0
Melbourne,61.0,41.0,51.0
Melbourne,55.0,37.0,46.0
Melbourne,68.0,45.0,56.5
Melbourne,61.0,20.0,40.5
Melbourne,40.0,21.0,30.5
Melbourne,73.0,45.0,59.0
Melbourne,67.0,52.0,59.5
Melbourne,69.0,44.0,56.5
Melbourne,75.0,59.0,67.0
Melbourne,77.0,46.0,61.5
Melbourne,87.0,76.0,81.5
Melbourne,53.0,61.0,57.0
Melbourne,70.0,44.0,57.0
Melbourne,79.0,55.0,67.0
Melbourne,81.0,31.0,56.0
Melbourne,50.0,32.0,41.0
Melbourne,79.0,55.0,67.0
Melbourne,79.0,54.0,66.5
Melbourne,78.0,42.0,60.0
Melbourne,74.0,79.0,76.5
Melbourne,75.0,49.0,62.0
Melbourne,43.0,37.0,40.0
Melbourne,66.0,53.0,59.5
Melbourne,87.0,73.0,80.0
Melbourne,58.0,43.0,50.5
Melbourne,70.0,60.0,65.0
Melbourne,93.0,52.0,72.5
Melbourne,50.0,39.0,44.5
Melbourne,68.0,44.0,56.0
Melbourne,65.0,34.0,49.5
Melbourne,87.0,78.0,82.5
Melbourne,70.0,54.0,62.0
Melbourne,53.0,61.0,57.0
Melbourne,74.0,44.0,59.0
Melbourne,63.0,37.0,50.0
Melbourne,65.0,36.0,50.5
